X,A,B,C,D
32057,13.5,0,4.6,0
32058,13.5,0,4.6,0
32059,13.5,0,4.6,0
32060,0,0,2.3,0
32061,0,0,2.3,0
32062,0.3,0,2.3,0
32063,0,0,2.3,0
32064,0,0,2.3,0
32065,0,0,2.2,0
32066,0,0,2.2,0
32067,0,0,2.2,0
32068,0,0,2.3,0
32069,0,0,2.2,0
32070,0.3,0,2.2,0
32071,0,0,2.2,0
32072,0,0,2.3,0
32073,0,0,2.2,0
32074,0,0,2.3,0
32075,0,0,2.3,0
32076,0,0,2.3,0
32077,0,0,2.2,0
32078,0,0,2.2,0
32079,0,0,2.2,0
32080,0,0,2.2,0
32081,0,0,2.2,0
32082,0,0,2.2,0
32083,0,0,2.2,0
32084,0,0,2.3,0
32085,0,0,2.2,0
32086,0,0,2.2,0
32087,0,0,2.2,0
32088,0,0,2.2,0
32089,0,0,2.3,0
32090,0,0,2.3,0
32091,0,0,2.2,0
32092,0,0,2.2,0
32093,0.3,0,2.2,0
32094,0.3,0,2.2,0
32095,0,0,2.2,0
32096,0,0,2.2,0
32097,0,0,2.3,0
32098,0,0,2.2,0
32099,0,0,2.3,0
32100,0,0,2.2,0
32101,0.3,0,2.2,0
32102,0,0,2.2,0
32103,0,0,2.2,0
32104,0,0,2.2,0
32105,0,0,2.2,0
32106,0,0,2.2,0
32107,0,0,2.2,0
32108,0,0,2.2,0
32109,0,0,2.2,0
32110,0,0,2.2,0
32111,0,0,2.2,0
32112,0,0,2.2,0
32113,0,0,2.2,0
32114,0,0,2.2,0
32115,0,0,2.2,0
32116,0,0,2.2,0
32117,0,0,2.2,0
32118,0,0,2.2,0
32119,0,0,2.2,0
32120,0.3,0,2.2,0
32121,0,0,2.2,0
32122,0,0,2.2,0
32123,0,0,2.2,0
32124,0,0,2.2,0
32125,0,0,2.2,0
32126,0,0,2.2,0
32127,0,0,2.2,0
32128,0,0,2.2,0
32129,0,0,2.2,0
32130,0,0,2.2,0
32131,0,0,2.2,0
32132,0,0,2.2,0
32133,0,0,2.2,0
32134,0,0,2.2,0
32135,0,0,2.2,0
32136,0,0,2.2,0
32137,0,0,2.2,0
32138,0,0,2.2,0
32139,0,0,2.2,0
32140,0,0,2.2,0
32141,0,0,2.2,0
32142,0,0,2.2,0
32143,0,0,2.2,0
32144,0,0,2.2,0
32145,0,0,2.2,0
32146,0,0,2.2,0
32147,0,0,2.2,0
32148,0,0,2.2,0
32149,0,0,2.2,0
32150,0,0,2.2,0
32151,0,0,2.2,0
32152,0,0,2.2,0
32153,0,0,2.2,0
32154,0,0,2.2,0
32155,0,0,2.2,0
32156,0,0,2.2,0
32157,0,0,2.2,0
32158,0,0,2.2,0
32159,0,0,2.2,0
32160,0,0,2.2,0
32161,0,0,2.2,0
32162,0,0,2.2,0
32163,0,0,2.2,0
32164,0,0,2.2,0
32165,0,0,2.2,0
32166,0,0,2.2,0
32167,0,0,2.2,0
32168,0,0,2.2,0
32169,0,0,2.2,0
32170,0,0,2.2,0
32171,0,0,2.2,0
32172,0,0,2.2,0
32173,0,0,2.2,0
32174,0,0,2.2,0
32175,0,0,2.2,0
32176,0.9,0,0.2,0
32177,0.9,0,0.2,0
32178,0.9,0,0.2,0
32179,1.2,0,0.2,0
32180,0.9,0,0.2,0
32181,0.9,0,0.2,0
32182,0.9,0,0.2,0
32183,1.2,0,0.2,0
32184,0.9,0,0.2,0
32185,1.2,0,0.2,0
32186,1.2,0,0.2,0
32187,1.2,0,0.2,0
32188,1.2,0,0.2,0
32189,0.9,0,0.2,0
32190,1.2,0,0.1,0
32191,1.2,0,0.2,0
32192,1.2,0,0.1,0
32193,1.2,0,0.1,0
32194,0.9,0,0.1,0
32195,1.2,0,0.1,0
32196,1.2,0,0.1,0
32197,1.2,0,0.1,0
32198,1.2,0,0.1,0
32199,1.2,0,0.1,0
32200,1.2,0,0.1,0
32201,0,-0.375,110.7,55
32202,0,-0.375,118,75
32203,0,-0.28125,124.7,65
32204,0,-0.375,130.7,60
32205,0,-0.1875,135.9,50
32206,0,-0.09375,139.8,40
32207,0,-0.1875,142.2,25
32208,0,-0.1875,143.5,15
32209,0,-0.1875,143.7,0
32210,0,-0.1875,143.6,0
32211,0,0,1,0
32212,0,-0.1875,1,0
32213,0,-0.1875,0.8,20
32214,0,-0.09375,7.5,0
32215,0,-0.1875,7.9,5
32216,0,0,7.8,0
32217,0,0,7.9,0
32218,0,-0.1875,10.8,0
32219,0,-0.09375,10.8,0
32220,0,-0.09375,4.2,5
32221,0,0,4.6,5
32222,0,0.09375,4.3,0
32223,0.3,-0.09375,4.5,15
32224,0,-0.09375,3,15
32225,0,-0.1875,1.9,10
32226,0,-0.1875,1.5,5
32227,0.3,1.25,71.7,35
32228,0,1.46875,65.9,60
32229,0.3,0.28125,4.3,5
32230,0,0.1875,5.6,15
32231,0,0.09375,7.4,20
32232,0,0.1875,9.4,20
32233,0,0,13,5
32234,0,0,13.4,5
32235,0.3,0.375,102,140
32236,0,0.46875,116.8,150
32237,0.3,0.46875,131.5,145
32238,0.3,0.5625,145.4,140
32239,0,0.5625,157.5,120
32240,0.3,0.5625,166.3,90
32241,0,0.65625,173.4,70
32242,0.3,0.65625,180.7,75
32243,0,0.78125,187.8,70
32244,0.3,0.875,191.9,40
32245,0,1.0625,192.4,5
32246,0.3,0.96875,192.4,0
32247,0,0.96875,191.9,5
32248,0,1.0625,190.3,15
32249,0,1.0625,186.3,40
32250,0,1.0625,175.6,105
32251,0.3,1.0625,156.8,190
32252,0.3,1.25,134.8,220
32253,0.3,1.25,115.4,195
32254,0.3,1.34375,98,175
32255,0.3,1.25,79.5,185
32256,0.3,1.34375,78.1,70
32257,0.3,1.65625,49.6,165
32258,0.3,1.46875,34.5,150
32259,0.3,1.34375,21.1,135
32260,0.3,1.34375,9,120
32261,0.3,1.0625,2.3,115
32262,0.3,-0.375,2.5,10
32263,0.3,-0.375,2,5
32264,0.3,-0.375,0.8,10
32265,0,-0.375,0.3,10
32266,0.3,-0.375,0.9,5
32267,0,0.5625,12.1,15
32268,0,0.46875,13,10
32269,0,0.375,13.4,5
32270,0,0.46875,14.1,5
32271,0,0,17.6,5
32272,0,0,17.1,5
32273,0.3,1.25,14.8,90
32274,0.3,1.15625,7,80
32275,0.3,1.15625,0.1,70
32276,0.3,1.25,7.5,75
32277,0.3,1.15625,14.9,75
32278,0.3,0.78125,7.1,10
32279,0.3,0.78125,130.5,35
32280,0.3,0.78125,132.7,20
32281,0.3,0.65625,133.2,5
32282,0.3,0.5625,133.2,0
32283,0.3,0.5625,133.2,0
32284,0.3,0.5625,133.2,0
32285,0.3,0.65625,133.2,0
32286,0.3,0.5625,133.2,0
32287,0,0.5625,133.2,0
32288,0.3,0.5625,133.2,0
32289,0.3,0.65625,133.2,0
32290,0.3,0.875,133.2,0
32291,0.3,0.875,131.5,15
32292,0.3,0.875,124.3,70
32293,0.3,0.96875,109.7,145
32294,0.3,1.0625,91.9,180
32295,0.3,1.0625,74.6,175
32296,0.3,1.25,52.4,240
32297,0.3,1.0625,76.1,235
32298,0.3,0.78125,94.3,180
32299,0.3,0.78125,107.2,130
32300,0.3,0.65625,117.3,100
32301,0.3,0.875,124.8,75
32302,0.3,0.875,129.3,45
32303,8.7,-1.25,1.6,0
32304,0.3,-0.28125,10.6,0
32305,0,-0.1875,10.8,0
32306,0.3,-0.375,10.8,0
32307,0.3,-0.28125,10.6,0
32308,0.3,0,11,0
32309,0.3,0,10.4,5
32310,0.3,0.09375,9.1,15
32311,0.3,-0.46875,105,95
32312,0.3,-0.5625,114,90
32313,0.3,-0.65625,122.2,80
32314,0.3,-0.65625,128.7,65
32315,0.3,-0.65625,133.2,45
32316,0.3,1.25,11.4,75
32317,0.3,1.25,5.2,60
32318,0.3,1.25,2.2,30
32319,0.3,1.34375,0.7,30
32320,0.3,1.25,0.3,5
32321,0.3,0.96875,18.2,40
32322,9,-1.34375,5.5,10
32323,0.3,1.5625,6,5
32324,0.3,1.65625,5.9,0
32325,0.3,1.65625,5.5,0
32326,0.3,1.65625,5.5,0
32327,0.3,1.65625,5.6,0
32328,0.3,1.5625,5.6,0
32329,0.3,1.5625,5.6,0
32330,0.3,1.5625,5.5,0
32331,0.3,1.75,4.8,5
32332,0.3,1.5625,4.1,5
32333,0.3,1.65625,4.1,0
32334,0.3,1.75,4.1,0
32335,0.3,1.75,4,0
32336,0,1.84375,3.8,0
32337,0.3,1.84375,2.7,10
32338,0,1.84375,2.4,0
32339,0.3,1.75,2.7,5
32340,0.3,0.78125,3.4,50
32341,0.3,0.65625,9.2,60
32342,0.3,0.46875,14.1,50
32343,0.3,0.375,15.2,10
32344,0.3,0.375,14.7,5
32345,0.3,-0.28125,19.2,80
32346,0.3,-0.1875,26.2,70
32347,0.3,2.03125,31.6,145
32348,0.3,2.15625,16.2,155
32349,0.3,2.25,1,150
32350,0.3,2.15625,12.1,130
32351,0.3,2.15625,23.6,115
32352,0.3,2.03125,35,115
32353,0.3,0.5625,114.5,180
32354,0.3,0.375,130.5,160
32355,0.3,0.46875,145,145
32356,0.3,0.46875,156.6,115
32357,0.3,0.46875,163.2,65
32358,0.3,0.46875,164.1,0
32359,0.3,0.5625,164.1,0
32360,0.3,0.46875,164,0
32361,0.3,0.375,162.8,10
32362,0.3,0.5625,155.6,70
32363,0.3,0.875,144.3,115
32364,0.3,0.96875,132.9,115
32365,0.3,1.15625,119,140
32366,0.3,1.34375,98.3,205
32367,0.3,1.5625,73.1,250
32368,0.3,1.75,45.2,280
32369,0.3,0.28125,14.7,0
32370,0.3,0.09375,14.5,0
32371,0.3,0.09375,13.2,15
32372,0.3,0.1875,9.5,35
32373,0.3,0.78125,22.6,40
32374,0.3,0.65625,26.6,40
32375,0.3,0.65625,30.3,35
32376,0.3,0.65625,33.4,30
32377,0.3,0.875,18.4,0
32378,0.3,0.96875,19.3,10
32379,15.9,-2.4375,3.8,0
32380,16.2,-2.53125,4.1,0
32381,16.2,-2.4375,4,0
32382,16.2,-2.4375,4,0
32383,0.3,0.5625,6.4,5
32384,0.3,0.375,6.9,5
32385,0.3,0.28125,7.1,0
32386,0.3,0.28125,7,0
32387,0.3,-0.09375,8.5,5
32388,0.3,-0.09375,8.3,0
32389,0.3,0,8.2,0
32390,0.3,1.46875,117.6,35
32391,0.3,1.46875,112,55
32392,0.3,1.46875,104.1,80
32393,0.3,1.5625,92.5,115
32394,0.3,1.65625,77,155
32395,0.3,1.65625,59.8,170
32396,0.3,1.5625,44.7,150
32397,0.3,1.5625,32.6,120
32398,0.3,1.25,21.4,110
32399,0.3,1.25,10,115
32400,0.3,1.15625,1.9,120
32401,0,1.34375,6.4,55
32402,0.3,0.46875,9.7,0
32403,0.3,0.28125,9.5,0
32404,0.3,0.1875,9.1,5
32405,0.3,0.28125,8.8,5
32406,0.3,0.375,8.3,5
32407,0.3,-0.1875,13.7,0
32408,0.3,-0.28125,13.8,0
32409,0.3,-0.09375,13.6,0
32410,0.3,0.1875,16.5,15
32411,0.3,-0.375,0.2,0
32412,0.3,-0.375,0.1,0
32413,0.3,-0.375,0.1,0
32414,0.3,-0.375,0.2,0
32415,0.3,-0.1875,0.3,5
32416,0.3,-0.1875,1.2,10
32417,0.3,0.875,32.1,25
32418,0.3,0.875,36.1,40
32419,0,0.96875,25.7,5
32420,0.3,0.96875,27.1,15
32421,0.3,1.0625,30.6,35
32422,3.3,-0.5625,2.1,0
32423,3.6,-0.65625,2.1,0
32424,4.2,-0.65625,2.1,0
32425,5.1,-0.78125,2.1,0
32426,6.3,-0.96875,2.1,0
32427,7.5,-1.0625,2.1,0
32428,0,0.5625,2.9,5
32429,0,0.375,2.3,5
32430,0,0.375,1.9,5
32431,0.3,0,19.6,35
32432,0,0,18.7,10
32433,0.3,-0.09375,35.3,155
32434,0.3,-0.28125,45.9,105
32435,0.3,1.15625,167.6,15
32436,0,0.96875,163.9,35
32437,0.3,1.0625,154.9,90
32438,0.3,1.15625,137.8,170
32439,0.3,1.34375,116.7,210
32440,0.3,1.46875,97.7,190
32441,0.3,1.46875,80.3,175
32442,0.3,1.46875,63.1,170
32443,0.3,1.46875,45.2,180
32444,0,1.34375,25.3,200
32445,14.7,-0.46875,0.1,5
32446,15.6,-0.09375,0.4,5
32447,16.2,0.375,0.4,0
32448,16.5,0.1875,0.4,0
32449,17.4,-0.1875,0.4,0
32450,18,-0.09375,0.3,0
32451,18.9,0.1875,0.4,0
32452,20.1,0.09375,0.4,0
32453,21.9,0,0.4,0
32454,23.4,0,0.4,0
32455,25.2,0,0.4,0
32456,26.7,0.09375,0.4,0
32457,27.9,0,0.4,0
32458,29.1,0,0.4,0
32459,30.9,0,0.4,0
32460,31.2,0,0.4,0
32461,31.2,0,0.4,0
32462,31.2,0,0.4,0
32463,31.5,0,0.5,0
32464,31.5,0,0.7,0
32465,31.5,0,0.6,0
32466,31.5,0,0.6,0
32467,31.5,0,0.6,0
32468,31.5,0,0.6,0
32469,31.5,0,0.6,0
32470,31.5,0,0.6,0
32471,31.5,0,0.6,0
32472,31.5,0,0.6,0
32473,31.8,0,0.6,0
32474,31.8,0,0.6,0
32475,32.1,0.09375,0.6,0
32476,32.1,0,0.6,0
32477,32.1,0,0.6,0
32478,32.4,0,0.6,0
32479,32.4,0,0.6,0
32480,32.4,0,0.6,0
32481,30.9,0,0.6,0
32482,24,0,0.6,0
32483,22.5,0,0.6,0
32484,21.6,0,0.6,0
32485,21,0,0.6,0
32486,17.7,0,0.6,0
32487,13.8,0,0.6,0
32488,11.1,0,0.9,0
32489,5.7,0,0.7,0
32490,-0.3,0.09375,0.7,0
32491,0.3,0.1875,2.2,15
32492,0.3,0.375,6.2,40
32493,0.3,0.375,12.4,60
32494,0,0.375,21.2,90
32495,0.3,0.46875,30.9,95
32496,0.3,0.46875,41.2,105
32497,0.3,0.5625,50.3,90
32498,0.3,0.65625,58.3,80
32499,0.3,0.65625,69.8,115
32500,0.3,0.78125,86.1,165
32501,0.3,0.875,109.1,230
32502,0,1.15625,131.1,220
32503,0,1.25,151,200
32504,0.3,1.34375,174,230
32505,0.3,1.34375,197.8,240
32506,0.3,1.34375,220.6,230
32507,0,1.46875,238,175
32508,0,1.46875,247.8,100
32509,0.3,1.5625,251.2,35
32510,0.3,1.65625,251.3,0
32511,0.3,1.65625,251.3,0
32512,0.3,1.46875,249.5,20
32513,0.3,1.46875,244.8,45
32514,0,1.46875,234.4,105
32515,0,1.46875,215.8,185
32516,0.3,1.5625,191.5,245
32517,0.3,1.5625,165.7,260
32518,0.3,1.65625,141.9,240
32519,0.3,1.65625,117,250
32520,0,1.75,87.5,295
32521,0.3,1.75,53.6,340
32522,0.3,0.28125,3.2,10
32523,0,0.1875,2.7,5
32524,0,0.1875,2.8,0
32525,0.3,0.28125,2.6,0
32526,0.3,0.09375,12.8,5
32527,0.3,0,12.8,0
32528,0.3,0.09375,12.2,5
32529,0.3,1.25,24.8,20
32530,0.3,1.25,28.4,35
32531,0.3,1.0625,32.9,45
32532,0,1.15625,24.9,25
32533,0.3,-0.09375,157.4,60
32534,0.3,-0.09375,150.8,65
32535,0,-0.375,142.5,85
32536,0,-0.28125,133.5,90
32537,0.3,-0.28125,123.7,100
32538,2.4,-0.375,111.6,120
32539,1.8,-0.5625,98.4,130
32540,0,0.46875,0.9,0
32541,0,0.46875,0.9,0
32542,0,0.28125,1,0
32543,0,0.28125,1.2,0
32544,0,0.28125,1.3,0
32545,0,0.28125,1.2,0
32546,0,0.1875,1,0
32547,0,0,23.5,105
32548,0,0,26.2,0
32549,0,0,24.2,20
32550,0,0,22.3,20
32551,0,0.46875,203.4,120
32552,0,0.46875,212.7,95
32553,0.3,0.78125,219.6,70
32554,0,0.875,221.3,15
32555,0,0.875,221.3,0
32556,0,0.96875,221.2,0
32557,0,1.0625,221,0
32558,0,0.96875,220.2,10
32559,0,1.0625,219,10
32560,0,1.15625,216.8,20
32561,0,1.0625,210.5,65
32562,0,1.15625,197.5,130
32563,0,1.15625,179,185
32564,0,1.15625,159.4,195
32565,0,1.0625,140.5,190
32566,0,1.0625,124.4,160
32567,0,1.15625,109.9,145
32568,0,0.96875,96.5,135
32569,0,1.0625,83,135
32570,0,1.34375,67.2,160
32571,0,0.09375,2.1,0
32572,0,0.09375,1.6,5
32573,0,0.09375,0.3,15
32574,0,0,0,0
32575,0,0.1875,0.2,0
32576,0,-0.1875,9.5,10
32577,0,-0.1875,8.2,15
32578,0,-0.1875,7.7,0
32579,0,-0.09375,7.7,0
32580,0.3,0,7.5,0
32581,0.3,-0.1875,18.2,30
32582,0.3,-0.09375,19.7,15
32583,0.3,-0.1875,20.5,10
32584,0.3,0.46875,7.4,0
32585,0,0.46875,7.4,0
32586,0,0.375,7.2,0
32587,0,0.375,6.8,5
32588,0.3,0.375,6.4,5
32589,0.3,0.28125,6.4,0
32590,0.3,0.375,6.5,0
32591,0.3,1.65625,51.7,165
32592,0.3,1.65625,34.7,170
32593,0,1.65625,15.9,190
32594,0,1.75,3.6,195
32595,0,1.84375,20.5,170
32596,0,0.375,4.4,5
32597,0,0.375,4.2,0
32598,0,0.28125,3.5,5
32599,0,0.28125,3.6,0
32600,0,0.46875,15.7,45
32601,0,0.28125,19.4,35
32602,0,0.375,19.6,5
32603,0.3,-0.1875,47.5,95
32604,0.3,-0.28125,48.8,0
32605,0.3,-0.28125,48.5,5
32606,0.3,-0.375,47.2,15
32607,0,1.46875,98.9,145
32608,0.3,1.46875,83.9,150
32609,0,1.46875,70.6,135
32610,0,1.34375,54.9,155
32611,0.3,1.46875,39.6,155
32612,0.3,1.46875,25,145
32613,0,-0.375,6.2,10
32614,0.3,-0.46875,4.9,15
32615,0.3,-0.46875,4.5,5
32616,0,0.46875,4.3,0
32617,0.3,0.28125,3.5,10
32618,0,0.375,2.8,5
32619,0.3,0.46875,3.1,0
32620,0.3,-0.1875,15.4,25
32621,0.3,-0.09375,15.5,5
32622,0.3,-0.375,1.6,0
32623,0,-0.375,1.7,0
32624,0,-0.46875,1.9,0
32625,0.3,-0.46875,1.9,0
32626,0.6,-0.28125,1.8,0
32627,0,-0.5625,1.2,0
32628,0.3,-0.46875,1.5,5
32629,0.3,-0.46875,0.2,0
32630,0.3,-0.46875,0.3,0
32631,0.6,-0.78125,1.1,0
32632,0.6,-0.5625,0.9,0
32633,0.6,-0.5625,0.9,0
32634,0.6,-0.5625,1,0
32635,0.6,-0.5625,1,0
32636,0.6,-0.46875,1,0
32637,0.6,-0.5625,1,0
32638,0.6,-0.5625,1,0
32639,0.6,-0.5625,1,0
32640,0.6,-0.5625,1,0
32641,0.6,-0.5625,0.9,0
32642,0.3,-0.5625,0.6,5
32643,0,-0.5625,0.3,5
32644,0,-0.46875,0.1,0
32645,0.3,-0.46875,0,0
32646,0.3,-0.46875,0.1,0
32647,0,-0.5625,0.1,0
32648,0.3,-0.46875,0.1,0
32649,0.3,-0.46875,0.1,0
32650,0,-0.46875,0.1,0
32651,0,-0.46875,0.1,0
32652,0.3,-0.46875,0.2,0
32653,0.3,-0.375,0.2,0
32654,0,-0.46875,0.3,0
32655,0,-0.46875,0.4,0
32656,0.3,-0.375,1.1,0
32657,0.3,-0.375,1.1,0
32658,0.3,-0.375,1,0
32659,0.3,-0.375,1,0
32660,0.3,-0.375,0.3,5
32661,0,-0.375,0.3,5
32662,0.3,-0.375,0.2,0
32663,0.3,-0.375,0.2,0
32664,0.3,-0.28125,0.1,0
32665,0.3,-0.28125,0.2,0
32666,0.3,-0.28125,0,0
32667,0.6,-0.375,0,0
32668,1.2,-0.28125,0.1,0
32669,1.2,-0.28125,0.1,0
32670,0.9,-0.28125,0.2,0
32671,1.5,-0.46875,0.6,0
32672,1.8,-0.46875,0.7,0
32673,1.8,-0.5625,0.8,0
32674,1.8,-0.5625,0.8,0
32675,1.8,-0.5625,0.9,0
32676,1.8,-0.5625,1.2,5
32677,1.8,-0.5625,1.5,5
32678,1.8,-0.65625,1.6,0
32679,1.8,-0.65625,1.6,0
32680,1.8,-0.65625,1.5,0
32681,1.2,-0.65625,1.5,0
32682,0.6,-0.65625,1.5,0
32683,0.6,-0.65625,1.5,0
32684,0.3,-0.65625,1.5,0
32685,0.3,-0.65625,1.4,0
32686,0.3,-0.5625,1.4,0
32687,0.6,-0.65625,1.4,0
32688,0,0.46875,14.8,0
32689,0.3,0.46875,14.7,0
32690,0.3,0.46875,14.8,0
32691,0,0.28125,2.1,10
32692,0,0.09375,0.7,30
32693,0,0,0,10
32694,0,0.1875,2,20
32695,0,-0.375,11.2,0
32696,0,-0.375,10.7,5
32697,0,0.28125,0.1,10
32698,0,0.28125,1.8,20
32699,0,0.28125,1.4,5
32700,0,0.28125,0.8,5
32701,0,0.28125,0.8,0
32702,0,0.28125,1.4,5
32703,0,1.34375,1.3,150
32704,0,1.25,16.9,180
32705,0,0.28125,3.7,5
32706,0,0.09375,3.3,5
32707,0,0,1.7,15
32708,0,-0.1875,6.8,0
32709,0,2.4375,27.9,15
32710,0,2.34375,30.5,25
32711,0,0.875,21.2,35
32712,0.3,0.875,27.7,65
32713,0.3,0.96875,28.3,5
32714,0,0.875,27.5,10
32715,0,0.875,27.4,0
32716,0,0.96875,26.6,10
32717,0,0.5625,60.8,25
32718,0,0.5625,58.2,25
32719,0.3,0.46875,55,30
32720,0,0.46875,50.3,45
32721,0,0.5625,45.4,50
32722,0,0.65625,40.5,50
32723,64.2,0,0.8,0
32724,64.2,0,0.8,0
32725,63.9,0,0.8,0
32726,63.9,0,0.8,0
32727,63.9,0,0.8,0
32728,63.9,0,0.8,0
32729,64.2,0,0.8,0
32730,64.5,0,0.8,0
32731,66,0,0.8,0
32732,66.3,0,0.8,0
32733,66.3,0,0.8,0
32734,66.6,0,0.8,0
32735,66.6,0,0.8,0
32736,67.2,0,0.8,0
32737,67.8,0,0.8,0
32738,68.4,0,0.8,0
32739,68.7,0,0.8,0
32740,68.1,0,0.8,0
32741,53.7,0,0.8,0
32742,38.7,0,0.8,0
32743,27.9,0,0.8,0
32744,21,0,0.8,0
32745,6,0,0.8,0
32746,-0.3,0,0.8,0
32747,-0.3,0,0.8,0
32748,0,0,0.8,0
32749,0,0,0.8,0
32750,0,0,0.8,0
32751,0,0,0.8,0
32752,0,0,0.8,0
32753,0,0,0.8,0
32754,0,0,0.8,0
32755,0,0,0.7,0
32756,0,0,0.8,0
32757,0,0,0.8,0
32758,0,0,0.8,0
32759,0.3,0,0.8,0
32760,0,0,0.8,0
32761,0,0,0.8,0
32762,0,0,0.8,0
32763,0,0,0.8,0
32764,0.3,0,0.8,0
32765,0,0,0.8,0
32766,0,0,0.8,0
32767,0.3,0,0.8,0
32768,0,0,0.8,0
32769,0.3,0,0.8,0
32770,0,0,0.8,0
32771,0,0,0.8,0
32772,0,0,0.8,0
32773,0,0,0.8,0
32774,0,0,0.8,0
32775,0,0,0.8,0
32776,0,0,0.8,0
32777,0,0,3.3,0
32778,0,0,3.3,0
32779,0,0,3.3,0
32780,0,0,3.3,0
32781,0,0,3.3,0
32782,0,0,3.3,0
32783,0,0,3.3,0
32784,0,0,3.3,0
32785,0,0,3.3,0
32786,0,0,3.3,0
32787,0,0,3.3,0
32788,0,0,3.3,0
32789,0,0,3.3,0
32790,0,0,3.3,0
32791,0,0,3.3,0
32792,0,0,3.3,0
32793,0,0,3.3,0
32794,0,0,3.3,0
32795,0,0,3.3,0
32796,0,0,3.3,0
32797,0,0,3.3,0
32798,0,0,3.3,0
32799,0,0,3.3,0
32800,0,0,3.3,0
32801,0.3,0,3.3,0
32802,0,0,3.3,0
32803,0,0,3.3,0
32804,0,0,3.3,0
32805,0,0,3.3,0
32806,0,0,3.3,0
32807,0,0.1875,14.2,110
32808,0,0,3.4,5
32809,0,0.28125,4.7,15
32810,0,0.09375,6.9,20
32811,0,0,8.4,15
32812,0,0,8.4,0
32813,0,-0.375,53,55
32814,0,-0.46875,52.8,0
32815,0,-0.5625,52.3,5
32816,0,-0.5625,52.1,0
32817,0,0.65625,1.2,5
32818,0,0.65625,1.4,0
32819,0,0.78125,1.2,0
32820,0.3,0.65625,0.2,10
32821,0,0.65625,1.6,20
32822,0,0,61.1,60
32823,0,0,51.8,95
32824,0,0.1875,38.2,135
32825,0,0.46875,24.1,140
32826,0,0.78125,11.8,125
32827,0,0.875,2.6,145
32828,0,-0.28125,114.6,15
32829,0.3,-0.28125,108.5,60
32830,0,-0.09375,95.8,125
32831,0,-0.09375,79.4,165
32832,0,0,61.6,180
32833,0.3,0,44.2,175
32834,0,0,24.3,200
32835,0,0,3.5,210
32836,0.3,-0.375,0.2,0
32837,0.3,1.5625,24.6,70
32838,10.8,-1.15625,6.1,5
32839,10.8,-1.15625,5,10
32840,10.8,-1.25,4,10
32841,10.8,-1.15625,4,0
32842,29.1,-0.28125,4,0
32843,29.7,-0.09375,4,0
32844,30.3,0,4,0
32845,30.3,-0.09375,4,0
32846,0.3,0,4.5,280
32847,0.3,0,22,265
32848,0.3,-0.09375,43.9,220
32849,0.3,-0.46875,58.8,150
32850,0.3,-0.375,62.9,40
32851,0.3,-0.375,63.1,5
32852,0.3,0,44.4,265
32853,0.3,-0.1875,102.4,5
32854,0.3,-0.09375,101.6,10
32855,0.3,-0.09375,100,15
32856,0.3,0,95.8,40
32857,0.3,0,87.6,90
32858,0.3,0.65625,74.1,125
32859,0.3,1.25,60.7,135
32860,0.3,1.75,46.8,140
32861,0.3,2.25,32.3,145
32862,0.3,2.25,18.3,140
32863,0.3,0.875,4.2,0
32864,0.3,0.96875,3.7,5
32865,0.3,0.875,3.5,0
32866,0.3,0.96875,3.1,5
32867,0.3,0.96875,2.4,5
32868,0.3,0.78125,1.9,5
32869,0.3,0.78125,1,10
32870,0.3,0.78125,0.1,10
32871,0.3,0.65625,0.1,0
32872,0.3,0.78125,0.1,0
32873,0.3,0.78125,0.2,0
32874,0.3,0.5625,2.2,15
32875,0.3,0.5625,3.4,10
32876,0.3,0.5625,4,5
32877,0.3,0.5625,4.5,5
32878,0.3,0.46875,5,5
32879,0.3,0.5625,5.1,0
32880,-0.6,-0.65625,64.5,0
32881,0.3,-0.46875,62.6,20
32882,0.3,-0.375,56.3,65
32883,0.3,-0.28125,45.6,105
32884,0.3,-0.1875,31.7,140
32885,0.3,-0.09375,18.6,130
32886,0.3,1.34375,32.4,5
32887,0.3,1.34375,31.1,15
32888,0.3,1.25,28.8,25
32889,0.3,1.46875,25.7,30
32890,0.3,1.34375,22.3,35
32891,0.3,1.25,19.1,30
32892,0.3,1.15625,16.1,30
32893,12.3,-1.75,84.5,155
32894,12.3,-1.9375,99.1,145
32895,11.1,-1.84375,110.6,115
32896,6.3,-1.75,123,125
32897,2.4,-1.0625,139.3,165
32898,0.6,-0.875,156.1,170
32899,0,-0.96875,171.9,160
32900,0.3,1.34375,33.9,20
32901,0.3,1.25,35.9,20
32902,0.3,2.03125,31.1,25
32903,20.7,-3.40625,3.4,30
32904,21,-3.625,0.5,40
32905,21.3,-3.53125,5,45
32906,21.6,-3.40625,8.5,35
32907,21.6,-3.3125,10.6,20
32908,21.3,-3.53125,10.8,0
32909,21.3,-3.40625,10.5,5
32910,0.3,0,49.8,275
32911,0.3,-0.1875,120.3,80
32912,0.3,-0.1875,124.3,40
32913,0,-0.1875,124.7,0
32914,0.3,-0.09375,124.2,5
32915,0.3,-0.1875,122.5,15
32916,0.3,-0.28125,118.7,40
32917,0.3,0.375,110.9,80
32918,0.3,0.875,98.6,135
32919,0.3,1.15625,79.5,175
32920,0.3,1.75,61,185
32921,0.3,2.03125,42,190
32922,17.4,-3.8125,84,220
32923,4.5,-2.4375,106.1,220
32924,-0.6,-0.96875,120.8,145
32925,0.3,-0.375,127.6,70
32926,0.3,-0.1875,134.3,65
32927,0.3,-0.28125,139.4,50
